"מועדון","שם","מפתח","רמה","סיכון","מקורות","כמה","עמדה","לאום","לידה","עונות","תקופה","תארים","בבריכה","חידה מספר","מועדונים בערך האנגלי"
"מכביdle","גיא מזרחי","","מאושר","","worldfootball · קריירה-אנגלית · Transfermarkt","3","DF","IL","2001","2","20/21-21/22","1","","",""
"מכביdle","דור תורג'מן","126467","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","2003","4","20/21, 22/23-24/25","3","כן","2",""
"מכביdle","דן ביטון","68917","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · Transfermarkt","4","MF","IL","1995","4","20/21-23/24","2","כן","11",""
"מכביdle","לואיס רודריגז","229626","מקור יחיד","נמוך","התאחדות","1","","IL","","1","20/21","1","","",""
"מכביdle","מתן בלטקסה","57056","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1995","3","20/21-21/22, 23/24","2","כן","54",""
"מכביdle","עדן קארצב","101453","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","2000","2","20/21, 23/24","2","","",""
"מכביdle","אוסמה ח'לאילה","95026","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1998","1","21/22","0","","",""
"מכביdle","אוסקר גלוך","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","2004","1","21/22","0","","",""
"מכביdle","אוראל באייה","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","2004","1","21/22","0","","",""
"מכביdle","ברנדלי קוואס","238995","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","NL","1992","1","21/22","0","","",""
"מכביdle","ג'ורג'ה יובאנוביץ'","247554","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית","4","FW","RS","1999","2","21/22-22/23","0","","",""
"מכביdle","ז'וזואה סה","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","PT","1992","1","21/22","0","","",""
"מכביdle","זוסוואה סה","247551","מקור יחיד","נמוך","התאחדות","1","","IL","","1","21/22","0","","",""
"מכביdle","סטיפה פריצה","236579","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","HR","1995","1","21/22","0","","",""
"מכביdle","עדן שמיר","58646","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1995","1","21/22","0","","",""
"מכביdle","עידן נחמיאס","114368","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1997","4","21/22-24/25","2","כן","7",""
"מכביdle","גויאגון פארפה","213691","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","22/23","0","","",""
"מכביdle","דריק לוקאסן","254112","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","GH","1995","2","22/23-23/24","1","","",""
"מכביdle","יוריס ואן אובריים","248193","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","NL","1994","3","22/23-24/25","2","כן","113",""
"מכביdle","ניר ביטון","2243","מאושר","","התאחדות · worldfootball · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1991","2","22/23-23/24","1","","",""
"מכביdle","רארש אילייה","264440","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","MF","IL","2003","1","22/23","0","","",""
"מכביdle","תומר אלון","132000","מקור יחיד","נמוך","התאחדות","1","","IL","","2","22/23-23/24","1","","",""
"מכביdle","אבישי כהן","119009","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1995","2","23/24-24/25","2","","",""
"מכביdle","אדיר קורדובה","142835","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","23/24","1","","",""
"מכביdle","אורלנדו מוסקרה","269762","מאושר","","התאחדות · worldfootball · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","GK","IL","1994","1","23/24","1","","",""
"מכביdle","אושר דוידה","105732","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","2001","3","23/24-25/26","3","כן","24",""
"מכביdle","הנרי אדו","283380","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","GH","2003","2","23/24-24/25","2","","",""
"מכביdle","זואו מנדס","265465","מקור יחיד","נמוך","התאחדות","1","","IL","","1","23/24","1","","",""
"מכביdle","יונס מלדה","122367","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1999","3","23/24-25/26","3","כן","105",""
"מכביdle","עידו שחר","123490","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","2001","3","23/24-25/26","3","כן","28",""
"מכביdle","עמית צור","148013","מקור יחיד","נמוך","התאחדות","1","","IL","","1","23/24","1","","",""
"מכביdle","פרנציסקו בונדוזו","269415","מקור יחיד","נמוך","התאחדות","1","","IL","","1","23/24","1","","",""
"מכביdle","קיקו בונדוסו","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","PT","1995","1","23/24","1","","",""
"מכביdle","רוי רביבו","132044","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","2003","3","23/24-25/26","3","כן","78",""
"מכביdle","רועי משפתי","22546","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","GK","IL","1992","3","23/24-25/26","3","כן","98",""
"מכביdle","רועי עמדי","150915","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","2","23/24-24/25","2","","",""
"מכביdle","רז שלמה","81874","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1999","3","23/24-25/26","3","כן","106",""
"מכביdle","אופק אהרון","143447","מקור יחיד","נמוך","התאחדות","1","","IL","","2","24/25-25/26","2","","",""
"מכביdle","אופק מליקה","","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","GK","IL","2005","2","24/25-25/26","2","","",""
"מכביdle","איסוף סיסוקו","284963","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","ML","2002","2","24/25-25/26","2","","",""
"מכביdle","אלעד מדמון","124295","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","2004","2","24/25-25/26","2","","",""
"מכביdle","הישאם לאיוס","98786","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","2000","1","24/25","1","","",""
"מכביdle","ווסלי בטיסטה","287782","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","24/25","1","","",""
"מכביdle","וסלי פטאצ'י","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","BR","2003","1","24/25","1","","",""
"מכביdle","טייריס אסאנטה","284480","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","NL","2002","2","24/25-25/26","2","","",""
"מכביdle","נמניה סטואיץ'","286583","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","RS","1998","1","24/25","1","","",""
"מכביdle","סימון סלוגה","294672","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","GK","HR","1993","1","24/25","1","","",""
"מכביdle","סתיו למקין","132052","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","2003","1","24/25","1","","",""
"מכביdle","איתי בן חמו","120784","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · Transfermarkt","4","DF","IL","2002","1","25/26","1","","",""
"מכביdle","איתמר נוי","108004","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","2001","1","25/26","1","","",""
"מכביdle","אמיר סהיטי","319790","מאושר","","התאחדות · worldfootball · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","XK","1998","1","25/26","1","","",""
"מכביdle","בן לדרמן","224824","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","PL","2000","1","25/26","1","","",""
"מכביdle","דני גרופר","87699","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1999","1","25/26","1","","",""
"מכביdle","היטור סנטוס","302836","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","25/26","1","","",""
"מכביdle","הליו וארלה","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","PT","2002","1","25/26","1","","",""
"מכביdle","חליו וארלה","305644","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","25/26","1","","",""
"מכביdle","יובל כפיר","164084","מקור יחיד","נמוך","התאחדות","1","","IL","","1","25/26","1","","",""
"מכביdle","יון ניקולאסקו","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","MD","1998","1","25/26","1","","",""
"מכביdle","כריסטיאן בליץ'","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","RS","2001","1","25/26","1","","",""
"מכביdle","מוחמד קאמארה","189610","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","DF","IL","1997","1","25/26","1","","",""
"מכביdle","נועם בן הרוש","170994","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","2005","1","25/26","1","","",""
"מכביdle","סייד אבו פרחי","162646","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","2006","1","25/26","1","","",""
"מכביdle","קרווין אנדרדה","305500","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","VE","2005","1","25/26","1","","",""
"מכביdle","קריסטיאן בליץ","303163","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","25/26","1","","",""
"מכביdle","שליו סעדיה","165018","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","25/26","1","","",""
"חיפהdle","דני רום","","מאושר","","worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית","3","FW","IL","1940","4","69/70-72/73","0","כן","86",""
"חיפהdle","ברוך ממן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1955","14","73/74-86/87","2","כן","37",""
"חיפהdle","יהושע גל","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1951","2","73/74-74/75","0","","",""
"חיפהdle","אברהם אבוקרט","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1960","18","77/78-94/95","8","כן","1",""
"חיפהdle","איתן אהרוני","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1962","14","79/80-88/89, 90/91-93/94","7","כן","4",""
