"מועדון","שם","מפתח","רמה","סיכון","מקורות","כמה","עמדה","לאום","לידה","עונות","תקופה","תארים","בבריכה","חידה מספר","מועדונים בערך האנגלי"
"חיפהdle","זוהר זסנו","165543","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","2001","1","25/26","0","","",""
"חיפהdle","טומי ציצואשוילי","147180","מאושר","","התאחדות · worldfootball (גשר תעתיק)","2","","IL","","1","25/26","0","","",""
"חיפהdle","טריבאנטה סטיוארט","302850","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","JM","2000","1","25/26","0","","",""
"חיפהdle","ילה בטאי","302852","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","BE","1999","1","25/26","0","","",""
"חיפהdle","ליאור קאסה","185919","מאושר","","התאחדות · worldfootball (גשר תעתיק)","2","","IL","","1","25/26","0","","",""
"חיפהdle","ליסב עיסאת","142938","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","2005","1","25/26","0","","",""
"חיפהdle","מור סעדו","152256","מקור יחיד","נמוך","התאחדות","1","","IL","","1","25/26","0","","",""
"חיפהdle","מיכאל אוחנה","68383","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1995","1","25/26","0","","",""
"חיפהdle","מנואל בנסון","","מאושר","","worldfootball · קטגוריה · קריירה-אנגלית · Transfermarkt","4","FW","AO","1997","1","25/26","0","","",""
"חיפהdle","סדריק דון","249032","מאושר","","התאחדות · worldfootball · קריירה-אנגלית · Transfermarkt","4","MF","CI","2004","1","25/26","0","","",""
"חיפהdle","פיטר אגבה","307856","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · Transfermarkt","4","MF","NG","2002","1","25/26","0","","",""
"חיפהdle","קנג'י חורה","302847","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","NL","1994","1","25/26","0","","",""
"הפועלdle","ג'ורג' בורבה","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1944","3","69/70-71/72","1","כן","35",""
"הפועלdle","דוד פרימו","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1946","6","69/70-74/75","1","כן","84",""
"הפועלdle","יחזקאל חזום","","מאושר","","worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1947","8","69/70-76/77","1","כן","33",""
"הפועלdle","רפעת טורק","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1954","12","72/73-83/84","2","כן","45",""
"הפועלdle","גילי לנדאו","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1958","15","75/76-89/90","4","כן","54",""
"הפועלdle","יוסי זאנה","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1957","10","79/80-88/89","4","כן","13",""
"הפועלdle","משה סיני","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1961","11","80/81-86/87, 88/89, 90/91-92/93","3","כן","26",""
"הפועלdle","אלי אוזן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1963","8","84/85-91/92","2","כן","39",""
"הפועלdle","יעקב כהן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית","2","DF","IL","1956","2","84/85-85/86","1","","",""
"הפועלdle","דוד פיזנטי","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1962","1","86/87","0","","",""
"הפועלdle","יוסי אבוקסיס","13395","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1970","12","87/88-92/93, 01/02-06/07","3","כן","2",""
"הפועלdle","פליקס חלפון","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1972","7","88/89-93/94, 96/97","0","כן","36",""
"הפועלdle","אלון מזרחי","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1971","1","90/91","0","","",""
"הפועלdle","אייל בן עמי","15677","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1976","9","93/94-99/00, 02/03-03/04","3","כן","60",""
"הפועלdle","דמיאן לוקאשיק","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","PL","1964","2","93/94-94/95","0","","",""
"הפועלdle","חיים רביבו","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1972","1","93/94","0","","",""
"הפועלdle","ירון בן דב","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1971","1","93/94","0","","",""
"הפועלdle","ירוסלב באקו","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","GK","PL","1964","3","93/94-95/96","0","כן","3",""
"הפועלdle","שרון מימר","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1973","4","93/94-96/97","0","כן","58",""
"הפועלdle","תומר אליהו","15674","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1975","7","93/94-97/98, 02/03, 04/05","0","כן","8",""
"הפועלdle","גיא שרעבי","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1969","3","94/95-96/97","0","כן","77",""
"הפועלdle","דוד אמסלם","","מאושר","","worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · Transfermarkt","3","DF","IL","1971","1","94/95","0","","",""
"הפועלdle","יעקב שוורץ","","מאושר","","worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1964","2","94/95-95/96","0","","",""
"הפועלdle","קז'ימיש מוסקאל","","מאושר","","worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","PL","1967","3","94/95-96/97","0","כן","95",""
"הפועלdle","ניסו אביטן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · Transfermarkt","3","MF","IL","1971","2","95/96-96/97","0","","",""
"הפועלdle","סרגיי פוגודין","","מאושר","","worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","UA","1968","3","95/96-97/98","0","כן","80",""
"הפועלdle","שמעון גרשון","13404","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1977","11","95/96-05/06","4","כן","17",""
"הפועלdle","אלון חזן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1967","1","96/97","0","","",""
"הפועלdle","שביט אלימלך","13398","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","GK","IL","1971","11","96/97-06/07","5","כן","7",""
"הפועלdle","שלום תקווה","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1965","4","96/97-99/00","3","כן","29",""
"הפועלdle","אסי דומב","13406","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1974","6","97/98, 00/01-02/03, 04/05-05/06","1","כן","20",""
"הפועלdle","זיו קבדה","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1978","3","97/98-99/00","3","כן","83",""
"הפועלdle","כפיר אודי","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1979","7","97/98-02/03, 06/07","4","כן","52",""
"הפועלdle","סבסטיאן סימרוטיץ'","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","SI","1974","3","97/98-99/00","3","כן","44",""
"הפועלdle","עופר שטרית","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1970","1","97/98","0","","",""
"הפועלdle","גאבור מרטון","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","HU","1966","1","98/99","1","","",""
"הפועלdle","דאבור רופניק","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","HR","1971","2","98/99-99/00","3","","",""
"הפועלdle","יעקב הלל","13407","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית","3","DF","IL","1966","5","98/99-02/03","3","כן","15",""
"הפועלdle","ישראל כהן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · Transfermarkt","3","DF","IL","1971","2","98/99-99/00","3","","",""
"הפועלdle","סלים טועמה","13414","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1979","11","98/99-02/03, 06/07, 10/11-14/15","6","כן","51",""
"הפועלdle","עידן טל","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1975","1","98/99","1","","",""
"הפועלdle","פיני בלילי","13403","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1979","5","98/99-02/03","3","כן","6",""
"הפועלdle","אילן בכר","13402","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1975","4","99/00-02/03","2","כן","25",""
"הפועלdle","אישטוון פישונט","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","HU","1970","3","99/00-01/02","2","כן","67",""
"הפועלdle","בן לוז","13416","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","UA","1978","5","99/00-02/03, 08/09","2","כן","31",""
"הפועלdle","דיאן ראצ'וניצה","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","HR","1969","1","99/00","2","","",""
"הפועלdle","יגאל אנטבי","13399","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1974","14","99/00-08/09, 11/12-14/15","5","כן","74",""
"הפועלdle","עמרי אפק","13400","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1979","4","99/00-02/03","2","כן","4",""
"הפועלdle","רונן חרזי","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1970","1","99/00","2","","",""
"הפועלdle","גאבור הולמאי","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","HU","1972","3","00/01-02/03","0","כן","71",""
"הפועלdle","דודו דהאן","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1971","2","00/01-01/02","0","","",""
"הפועלdle","מילאן אוסטרץ","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","SI","1975","2","00/01-01/02","0","","",""
"הפועלdle","אבי כנפו","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1982","3","01/02-03/04","0","כן","70",""
"הפועלdle","סרגיי קלשצ'נקו","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","MD","1972","2","01/02-02/03","0","","",""
"הפועלdle","קלמי סבן","13417","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1980","3","01/02-03/04","0","כן","34",""
"הפועלdle","אבי אזולאי","13332","מקור יחיד","נמוך","התאחדות","1","","IL","","2","02/03-03/04","0","","",""
"הפועלdle","אבי קנפו","13422","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","2","02/03, 04/05","0","","",""
"הפועלdle","אביב אלחדד","17233","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"הפועלdle","אביב וולנרמן","13376","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"הפועלdle","אודי כפיר","13415","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","2","02/03, 06/07","1","","",""
"הפועלdle","אוהד צור","13420","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"הפועלdle","איל אחואן","33459","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"הפועלdle","אלון חלפון","13262","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1973","3","02/03-04/05","0","כן","18",""
"הפועלdle","בני חדאד","13410","מאושר","","התאחדות · worldfootball (גשר תעתיק)","2","","IL","","1","02/03","0","","",""
"הפועלdle","גליל בן שאנן","13371","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","GK","IL","1982","5","02/03-03/04, 06/07-07/08, 10/11","2","כן","76",""
"הפועלdle","הלמאיי גאבור","13408","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","","","1","02/03","0","","",""
"הפועלdle","וולטון סילבה","34325","מאושר","","התאחדות · Transfermarkt","2","","","","1","02/03","0","","",""
"הפועלdle","זאב חיימוביץ'","17244","מאושר","","התאחדות · קטגוריה · קריירה-עברית · קריירה-אנגלית","3","DF","IL","1983","3","02/03, 04/05, 13/14","0","כן","11",""
"הפועלdle","זר /","13396","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"הפועלdle","יוסף אובה","14158","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"הפועלdle","יניב בן ניסן","17236","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"הפועלdle","יעקב שאלו","1549","מקור יחיד","נמוך","התאחדות","1","","IL","","2","02/03, 04/05","0","","",""
"הפועלdle","ניר חדד","13411","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"הפועלdle","ניר רחמין","13424","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · Transfermarkt","4","FW","NG","1980","3","02/03-03/04, 05/06","1","כן","94","nnb / acb lagos / asec mimosas / rc bafoussam / acb lagos"
"הפועלdle","עזרי בבייב","13401","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"הפועלdle","צבי קוטלר","4399","מאושר","","התאחדות · worldfootball (גשר תעתיק)","2","","IL","","1","02/03","0","","",""
"הפועלdle","קלשנקו סרגיי","13421","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","","","1","02/03","0","","",""
"הפועלdle","רונן זליג","13409","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"הפועלdle","רועי חזן","13412","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"הפועלdle","רחמים חלייס","13413","מקור יחיד","נמוך","התאחדות","1","","IL","","4","02/03-05/06","1","","",""
"הפועלdle","שגיא זינגר","52","מקור יחיד","נמוך","התאחדות","1","","IL","","1","02/03","0","","",""
"הפועלdle","שי אבוטבול","17232","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1983","13","02/03-14/15","6","כן","86",""
"הפועלdle","אורי קרגולה","15009","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1978","1","03/04","0","","",""
"הפועלdle","איבה אוגובונה","49984","מקור יחיד","נמוך","התאחדות","1","","IL","","4","03/04-06/07","2","","",""
"הפועלdle","איבזיטו אוגבונה","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","NG","1983","4","03/04-06/07","2","כן","88",""
"הפועלdle","גיא כוואז","17248","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","2","03/04-04/05","0","","",""
"הפועלdle","גיא סלם","17256","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","3","03/04-05/06","1","","",""
"הפועלdle","טל חן","1627","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1979","5","03/04-07/08","2","כן","89",""
"הפועלdle","יאיר צדק","33339","מאושר","","התאחדות · worldfootball (גשר תעתיק)","2","","IL","","2","03/04-04/05","0","","",""
"הפועלdle","יוסי רוזן","13323","מאושר","","התאחדות · קטגוריה · קריירה-עברית","2","MF","IL","1979","2","03/04-04/05","0","","",""
"הפועלdle","יצחק בוחבוט","17235","מקור יחיד","נמוך","התאחדות","1","","IL","","1","03/04","0","","",""
"הפועלdle","כפיר אדרי","13274","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1976","2","03/04-04/05","0","","",""
"הפועלdle","לריאה קינגסטון","50433","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","GH","1980","1","03/04","0","","",""
"הפועלdle","פבריציו פאריירה","49873","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","03/04","0","","",""
"הפועלdle","רובן פאבלו","49874","מקור יחיד","נמוך","התאחדות","1","","","","1","03/04","0","","",""
"הפועלdle","רמי אבולבן","13272","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","03/04","0","","",""
"הפועלdle","שרון בן מוחה","17238","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","03/04","0","","",""
"הפועלdle","אילונגו נגאסניה","62177","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","04/05","0","","",""
"הפועלdle","ברק בדש","13689","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","BR","1982","1","04/05","0","","",""
"הפועלdle","ג'ון פנטסיל","41769","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","GH","1981","3","04/05-05/06, 12/13","1","כן","73",""
"הפועלdle","גיא צרפתי","1639","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1979","1","04/05","0","","",""
"הפועלdle","מבאלה ביסקוט","62176","מקור יחיד","נמוך","התאחדות","1","","IL","","1","04/05","0","","",""
"הפועלdle","משה והבה","37101","מקור יחיד","נמוך","התאחדות","1","","IL","","1","04/05","0","","",""
"הפועלdle","עימנואל איילה","16288","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","04/05","0","","",""
"הפועלdle","עמר מנצור","16302","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","04/05, 07/08","0","","",""
"הפועלdle","רומן פאסיליוק","62181","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","FW","IL","1978","1","04/05","0","","",""
"הפועלdle","רוסלו שקורוב","4940","מקור יחיד","נמוך","התאחדות","1","","IL","","1","04/05","0","","",""
"הפועלdle","אדיפימי אוליבאיו","55367","מאושר","","התאחדות · Transfermarkt","2","","IL","","1","05/06","1","","",""
"הפועלdle","אליניב ברדה","13280","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1981","2","05/06-06/07","2","","",""
"הפועלdle","ברוך דגו","34050","מאושר","","התאחדות · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","IL","1982","3","05/06-07/08","2","כן","43",""
"הפועלdle","גילי ורמוט","22107","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1985","7","05/06-06/07, 08/09-10/11, 12/13-13/14","5","כן","63",""
"הפועלdle","ואליד באדיר","108","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1974","8","05/06-12/13","6","כן","62",""
"הפועלdle","חנן אלקיים","16313","מקור יחיד","נמוך","התאחדות","1","","IL","","1","05/06","1","","",""
"הפועלdle","יקיר לוסקי","14637","מאושר","","התאחדות · Transfermarkt","2","","IL","","2","05/06-06/07","2","","",""
"הפועלdle","עומר פרץ","14646","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1986","1","05/06","1","","",""
"הפועלdle","פליקס אוגבוקה","55456","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","05/06","1","","",""
"הפועלdle","איבאן יוליץ","71895","מקור יחיד","נמוך","התאחדות","1","","IL","","1","06/07","1","","",""
"הפועלdle","איוואן יוליץ'","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","BA","1980","1","06/07","1","","",""
"הפועלdle","ביברס נאתכו","17737","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1988","3","06/07-08/09","1","כן","79",""
"הפועלdle","גל שיש","12924","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1989","8","06/07-11/12, 15/16-16/17","5","כן","46",""
"הפועלdle","דה קטזור","79345","מקור יחיד","נמוך","התאחדות","1","","IL","","1","06/07","1","","",""
"הפועלdle","דני בונדר","10147","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1987","5","06/07-10/11","4","כן","28",""
"הפועלdle","חאבייר פאס","71896","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","AR","1975","1","06/07","1","","",""
"הפועלdle","לוסיאנו דה ברונו","71894","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","AR","1978","1","06/07","1","","",""
"הפועלdle","מאיר פרץ","4433","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1983","1","06/07","1","","",""
"הפועלdle","ניל אברבנאל","31321","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","2","06/07, 09/10","3","","",""
"הפועלdle","רמי דואני","14650","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1987","3","06/07-07/08, 10/11","2","כן","5",""
"הפועלdle","תומר חליבה","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","DF","IL","1979","1","06/07","1","","",""
"הפועלdle","אומות גוזלסש","14649","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","07/08","0","","",""
"הפועלdle","איתי אלקסלסי","26146","מאושר","","התאחדות · worldfootball (גשר תעתיק) · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1988","1","07/08","0","","",""
"הפועלdle","אלין טופוזאקוב","92804","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","BG","1977","2","07/08-08/09","0","","",""
"הפועלdle","אליעד דדון","17722","מקור יחיד","נמוך","התאחדות","1","","IL","","1","07/08","0","","",""
"הפועלdle","אשר טובי","17732","מקור יחיד","נמוך","התאחדות","1","","IL","","1","07/08","0","","",""
"הפועלdle","דמיטר טלקיסקי","92809","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","2","07/08-08/09","0","","",""
"הפועלdle","וינסנט אניימה","63688","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","GK","NG","1982","4","07/08-10/11","3","כן","78",""
"הפועלdle","מאיר אסור","17717","מקור יחיד","נמוך","התאחדות","1","","IL","","1","07/08","0","","",""
"הפועלdle","מזואה אנסומבו","","מאושר","","worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","MF","CD","1982","1","07/08","0","","",""
"הפועלdle","נסומבו מזואה","50519","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","07/08","0","","",""
"הפועלdle","עדי סבג","16304","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","1","07/08","0","","",""
"הפועלdle","עומרי קנדה","17226","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1986","5","07/08-11/12","4","כן","85",""
"הפועלdle","עידן סרור","29855","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1986","2","07/08-08/09","0","","",""
"הפועלdle","פאביו ג'וניור פריירה","84007","מאושר","","התאחדות · קטגוריה · קריירה-עברית · קריירה-אנגלית","3","FW","IL","1977","1","07/08","0","","",""
"הפועלdle","ראובן עובד","1774","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","MF","IL","1983","1","07/08","0","","",""
"הפועלdle","רועי דיין","85325","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","FW","IL","1984","2","07/08, 16/17","0","","",""
"הפועלdle","שלומי ארבייטמן","26717","מאושר","","התאחדות · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","4","FW","IL","1985","1","07/08","0","","",""
"הפועלdle","אביחי ידין","19305","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","DF","IL","1986","8","08/09-12/13, 15/16-17/18","4","כן","81",""
"הפועלdle","אריק ינקו","14200","מאושר","","התאחדות · worldfootball · קטגוריה · קריירה-עברית · קריירה-אנגלית · Transfermarkt","5","GK","IL","1991","7","08/09-10/11, 13/14, 17/18-19/20","3","כן","14",""
"הפועלdle","דוגלאס דה סילבה","55360","מאושר","","התאחדות · worldfootball (גשר תעתיק) · Transfermarkt","3","","IL","","2","08/09-09/10","2","","",""
